player_id,Name,Sex,Team,NOC,Year,Season,City,Sport,Event,Medal
193364,Norman (-trevor),M,India,IND,1900,Summer,Paris,Athletics,Athletics Men's 60 metres,No medal
193365,Norman (-trevor),M,India,IND,1900,Summer,Paris,Athletics,Athletics Men's 100 metres,No medal
193366,Norman (-trevor),M,India,IND,1900,Summer,Paris,Athletics,Athletics Men's 200 metres,Silver
193367,Norman (-trevor),M,India,IND,1900,Summer,Paris,Athletics,Athletics Men's 110 metres Hurdles,No medal
193368,Norman (-trevor),M,India,IND,1900,Summer,Paris,Athletics,Athletics Men's 200 metres Hurdles,Silver
13973,Purma Bannerjee,M,India,IND,1920,Summer,Antwerpen,Athletics,Athletics Men's 100 metres,No medal
13974,Purma Bannerjee,M,India,IND,1920,Summer,Antwerpen,Athletics,Athletics Men's 400 metres,No medal
38877,Phadeppa Chaugule,M,India,IND,1920,Summer,Antwerpen,Athletics,"Athletics Men's 10,000 metres",No medal
38878,Phadeppa Chaugule,M,India,IND,1920,Summer,Antwerpen,Athletics,Athletics Men's Marathon,No medal
49464,Sadashir Datar,M,India,IND,1920,Summer,Antwerpen,Athletics,Athletics Men's Marathon,No medal
168630,Kumar Navale,M,India,IND,1920,Summer,Antwerpen,Wrestling,"Wrestling Men's Middleweight, Freestyle",No medal
218652,Duikar Shindes,M,India,IND,1920,Summer,Antwerpen,Wrestling,"Wrestling Men's Featherweight, Freestyle",No medal
74352,Ali Fyzee,M,India,IND,1924,Summer,Paris,Tennis,Tennis Men's Singles,No medal
87992,Syed Hadi,M,India,IND,1924,Summer,Paris,Tennis,Tennis Men's Singles,No medal
88776,James Hall,M,India,IND,1924,Summer,Paris,Athletics,Athletics Men's 100 metres,No medal
88777,James Hall,M,India,IND,1924,Summer,Paris,Athletics,Athletics Men's 200 metres,No medal
95891,Wilfred Hildreth,M,India,IND,1924,Summer,Paris,Athletics,Athletics Men's 100 metres,No medal
95892,Wilfred Hildreth,M,India,IND,1924,Summer,Paris,Athletics,Athletics Men's 200 metres,No medal
105045,Sydney Jacob,M,India,IND,1924,Summer,Paris,Tennis,Tennis Men's Singles,No medal
105046,Sydney Jacob,M,India,IND,1924,Summer,Paris,Tennis,Tennis Mixed Doubles,No medal
131246,Cheruvari Lakshmanan,M,India,IND,1924,Summer,Paris,Athletics,Athletics Men's 110 metres Hurdles,No medal
189646,Terence Pitt,M,India,IND,1924,Summer,Paris,Athletics,Athletics Men's 100 metres,No medal
189647,Terence Pitt,M,India,IND,1924,Summer,Paris,Athletics,Athletics Men's 200 metres,No medal
189648,Terence Pitt,M,India,IND,1924,Summer,Paris,Athletics,Athletics Men's 400 metres,No medal
190933,Nora (fischer-),F,India,IND,1924,Summer,Paris,Tennis,Tennis Women's Singles,No medal
190934,Nora (fischer-),F,India,IND,1924,Summer,Paris,Tennis,Tennis Mixed Doubles,No medal
221005,Dalip Grewal,M,India,IND,1924,Summer,Paris,Athletics,Athletics Men's Long Jump,No medal
221099,Mahadeo Singh,M,India,IND,1924,Summer,Paris,Athletics,Athletics Men's Marathon,No medal
221129,Pala Singh,M,India,IND,1924,Summer,Paris,Athletics,"Athletics Men's 1,500 metres",No medal
221130,Pala Singh,M,India,IND,1924,Summer,Paris,Athletics,"Athletics Men's 5,000 metres",No medal
221131,Pala Singh,M,India,IND,1924,Summer,Paris,Athletics,"Athletics Men's 10,000 metres",No medal
222834,Mohammed Sleem,M,India,IND,1924,Summer,Paris,Tennis,Tennis Men's Singles,No medal
505,S. Hamid,M,India,IND,1928,Summer,Amsterdam,Athletics,Athletics Men's 110 metres Hurdles,No medal
506,S. Hamid,M,India,IND,1928,Summer,Amsterdam,Athletics,Athletics Men's 400 metres Hurdles,No medal
4732,Shaukat Ali,M,India,IND,1928,Summer,Amsterdam,Hockey,Hockey Men's Hockey,Gold
5032,Richard Allen,M,India,IND,1928,Summer,Amsterdam,Hockey,Hockey Men's Hockey,Gold
32490,R. Burns,M,India,IND,1928,Summer,Amsterdam,Athletics,Athletics Men's 100 metres,No medal
32491,R. Burns,M,India,IND,1928,Summer,Amsterdam,Athletics,Athletics Men's 200 metres,No medal
38352,Dhyan Bais,M,India,IND,1928,Summer,Amsterdam,Hockey,Hockey Men's Hockey,Gold
76886,Michael Gateley,M,India,IND,1928,Summer,Amsterdam,Hockey,Hockey Men's Hockey,Gold
82144,William Goodsir-cullen,M,India,IND,1928,Summer,Amsterdam,Hockey,Hockey Men's Hockey,Gold
88778,James Hall,M,India,IND,1928,Summer,Amsterdam,Athletics,Athletics Men's 200 metres,No medal
88779,James Hall,M,India,IND,1928,Summer,Amsterdam,Athletics,Athletics Men's 400 metres,No medal
89524,Leslie Hammond,M,India,IND,1928,Summer,Amsterdam,Hockey,Hockey Men's Hockey,Gold
116859,Feroz-ud-Din Khan,M,India,IND,1928,Summer,Amsterdam,Hockey,Hockey Men's Hockey,Gold
150463,George Marthins,M,India,IND,1928,Summer,Amsterdam,Hockey,Hockey Men's Hockey,Gold
166314,J. Murphy,M,India,IND,1928,Summer,Amsterdam,Athletics,Athletics Men's 800 metres,No medal
173081,Richard Norris,M,India,IND,1928,Summer,Amsterdam,Hockey,Hockey Men's Hockey,Gold
189138,Broome Pinniger,M,India,IND,1928,Summer,Amsterdam,Hockey,Hockey Men's Hockey,Gold
202266,Michael Rocque,M,India,IND,1928,Summer,Amsterdam,Hockey,Hockey Men's Hockey,Gold
215286,Frederick Seaman,M,India,IND,1928,Summer,Amsterdam,Hockey,Hockey Men's Hockey,Gold
221003,C. Singh,M,India,IND,1928,Summer,Amsterdam,Athletics,"Athletics Men's 10,000 metres",No medal
221006,Dalip Grewal,M,India,IND,1928,Summer,Amsterdam,Athletics,Athletics Men's Long Jump,No medal
221029,Gurbachan Singh,M,India,IND,1928,Summer,Amsterdam,Athletics,"Athletics Men's 5,000 metres",No medal
221073,Jaipal Munda,M,India,IND,1928,Summer,Amsterdam,Hockey,Hockey Men's Hockey,Gold
266934,Sayed Yusuf,M,India,IND,1928,Summer,Amsterdam,Hockey,Hockey Men's Hockey,Gold
5033,Richard Allen,M,India,IND,1932,Summer,Los Angeles,Hockey,Hockey Men's Hockey,Gold
10274,Sardar Aslam,M,India,IND,1932,Summer,Los Angeles,Hockey,Hockey Men's Hockey,Gold
24657,Lal Bokhari,M,India,IND,1932,Summer,Los Angeles,Hockey,Hockey Men's Hockey,Gold
29022,Frank Brewin,M,India,IND,1932,Summer,Los Angeles,Hockey,Hockey Men's Hockey,Gold
35960,Richard Carr,M,India,IND,1932,Summer,Los Angeles,Hockey,Hockey Men's Hockey,Gold
35961,Richard Carr,M,India,IND,1932,Summer,Los Angeles,Athletics,Athletics Men's 4 x 100 metres Relay,No medal
38353,Dhyan Bais,M,India,IND,1932,Summer,Los Angeles,Hockey,Hockey Men's Hockey,Gold
38365,Mehar Dhawan,M,India,IND,1932,Summer,Los Angeles,Athletics,Athletics Men's 4 x 100 metres Relay,No medal
38366,Mehar Dhawan,M,India,IND,1932,Summer,Los Angeles,Athletics,Athletics Men's Triple Jump,No medal
89525,Leslie Hammond,M,India,IND,1932,Summer,Los Angeles,Hockey,Hockey Men's Hockey,Gold
96114,Arthur Hind,M,India,IND,1932,Summer,Los Angeles,Hockey,Hockey Men's Hockey,Gold
105330,Sayed Jaffar,M,India,IND,1932,Summer,Los Angeles,Hockey,Hockey Men's Hockey,Gold
147622,Nalin Malik,M,India,IND,1932,Summer,Los Angeles,Swimming,Swimming Men's 400 metres Freestyle,No medal
147623,Nalin Malik,M,India,IND,1932,Summer,Los Angeles,Swimming,"Swimming Men's 1,500 metres Freestyle",No medal
159748,Masude Minhas,M,India,IND,1932,Summer,Los Angeles,Hockey,Hockey Men's Hockey,Gold
189139,Broome Pinniger,M,India,IND,1932,Summer,Los Angeles,Hockey,Hockey Men's Hockey,Gold
221040,Gurmit Kullar,M,India,IND,1932,Summer,Los Angeles,Hockey,Hockey Men's Hockey,Gold
221165,Roop Bais,M,India,IND,1932,Summer,Los Angeles,Hockey,Hockey Men's Hockey,Gold
231975,William Sullivan,M,India,IND,1932,Summer,Los Angeles,Hockey,Hockey Men's Hockey,Gold
232727,Mervyn Sutton,M,India,IND,1932,Summer,Los Angeles,Athletics,Athletics Men's 100 metres,No medal
232728,Mervyn Sutton,M,India,IND,1932,Summer,Los Angeles,Athletics,Athletics Men's 110 metres Hurdles,No medal
232729,Mervyn Sutton,M,India,IND,1932,Summer,Los Angeles,Athletics,Athletics Men's 4 x 100 metres Relay,No medal
236445,Carlyle Tapsell,M,India,IND,1932,Summer,Los Angeles,Hockey,Hockey Men's Hockey,Gold
251790,Ronald Vernieux,M,India,IND,1932,Summer,Los Angeles,Athletics,Athletics Men's 100 metres,No medal
251791,Ronald Vernieux,M,India,IND,1932,Summer,Los Angeles,Athletics,Athletics Men's 200 metres,No medal
251792,Ronald Vernieux,M,India,IND,1932,Summer,Los Angeles,Athletics,Athletics Men's 4 x 100 metres Relay,No medal
5034,Richard Allen,M,India,IND,1936,Summer,Berlin,Hockey,Hockey Men's Hockey,Gold
8405,Rashid Anwar,M,India,IND,1936,Summer,Berlin,Wrestling,"Wrestling Men's Welterweight, Freestyle",No medal
21189,Gyan Bhalla,M,India,IND,1936,Summer,Berlin,Athletics,Athletics Men's 400 metres,No medal
21190,Gyan Bhalla,M,India,IND,1936,Summer,Berlin,Athletics,Athletics Men's 800 metres,No medal
38354,Dhyan Bais,M,India,IND,1936,Summer,Berlin,Hockey,Hockey Men's Hockey,Gold
49197,Ali Dara,M,India,IND,1936,Summer,Berlin,Hockey,Hockey Men's Hockey,Gold
63435,Lionel Emmett,M,India,IND,1936,Summer,Berlin,Hockey,Hockey Men's Hockey,Gold
68056,Peter Fernandes,M,India,IND,1936,Summer,Berlin,Hockey,Hockey Men's Hockey,Gold
74969,Joseph Galibardy,M,India,IND,1936,Summer,Berlin,Hockey,Hockey Men's Hockey,Gold
82143,Ernest Goodsir-cullen,M,India,IND,1936,Summer,Berlin,Hockey,Hockey Men's Hockey,Gold
101316,Sayed Hussain,M,India,IND,1936,Summer,Berlin,Hockey,Hockey Men's Hockey,Gold
105331,Sayed Jaffar,M,India,IND,1936,Summer,Berlin,Hockey,Hockey Men's Hockey,Gold
116844,Ahmed Khan,M,India,IND,1936,Summer,Berlin,Hockey,Hockey Men's Hockey,Gold
116845,Ahsan Khan,M,India,IND,1936,Summer,Berlin,Hockey,Hockey Men's Hockey,Gold
151788,Mirza Masood,M,India,IND,1936,Summer,Berlin,Hockey,Hockey Men's Hockey,Gold
158199,Cyril Michie,M,India,IND,1936,Summer,Berlin,Hockey,Hockey Men's Hockey,Gold
172025,Baburao Nimal,M,India,IND,1936,Summer,Berlin,Hockey,Hockey Men's Hockey,Gold
188079,Joseph Phillips,M,India,IND,1936,Summer,Berlin,Hockey,Hockey Men's Hockey,Gold
197353,Karam Kashmiri,M,India,IND,1936,Summer,Berlin,Wrestling,"Wrestling Men's Middleweight, Freestyle",No medal
217258,Shabban Shahab-ud-din,M,India,IND,1936,Summer,Berlin,Hockey,Hockey Men's Hockey,Gold
221166,Roop Bais,M,India,IND,1936,Summer,Berlin,Hockey,Hockey Men's Hockey,Gold
221279,Raunaq Gill,M,India,IND,1936,Summer,Berlin,Athletics,"Athletics Men's 5,000 metres",No medal
221280,Raunaq Gill,M,India,IND,1936,Summer,Berlin,Athletics,"Athletics Men's 10,000 metres",No medal
221284,Gurcharan Grewal,M,India,IND,1936,Summer,Berlin,Hockey,Hockey Men's Hockey,Gold
233410,Arul Swami,M,India,IND,1936,Summer,Berlin,Athletics,Athletics Men's Marathon,No medal
236446,Carlyle Tapsell,M,India,IND,1936,Summer,Berlin,Hockey,Hockey Men's Hockey,Gold
239497,Shankarrao Thorat,M,India,IND,1936,Summer,Berlin,Wrestling,"Wrestling Men's Bantamweight, Freestyle",No medal
258304,U Weik,M,India,IND,1936,Summer,Berlin,Weightlifting,Weightlifting Men's Middleweight,No medal
259777,Stanley Whiteside,M,India,IND,1936,Summer,Berlin,Athletics,Athletics Men's 100 metres,No medal
259778,Stanley Whiteside,M,India,IND,1936,Summer,Berlin,Athletics,Athletics Men's 200 metres,No medal
2383,Jahan Ahir,M,India,IND,1948,Summer,London,Water Polo,Water Polo Men's Water Polo,No medal
6110,Jehangoo Amin,M,India,IND,1948,Summer,London,Cycling,"Cycling Men's Team Pursuit, 4,000 metres",No medal
8424,Talimeren Ao,M,India,IND,1948,Summer,London,Football,Football Men's Football,No medal
15648,A. Basheer,M,India,IND,1948,Summer,London,Football,Football Men's Football,No medal
21206,Anant Bhargava,M,India,IND,1948,Summer,London,Wrestling,"Wrestling Men's Welterweight, Freestyle",No medal
21213,Rabindranath Bhatta,M,India,IND,1948,Summer,London,Boxing,Boxing Men's Flyweight,No medal
21236,Nirmal Bhose,M,India,IND,1948,Summer,London,Wrestling,"Wrestling Men's Bantamweight, Freestyle",No medal
26380,Benoy Kumar,M,India,IND,1948,Summer,London,Boxing,Boxing Men's Featherweight,No medal
38062,A. Chagale,M,India,IND,1948,Summer,London,Art Competitions,"Art Competitions Mixed Painting, Paintings",No medal
38385,Bimal Chandra,M,India,IND,1948,Summer,London,Swimming,Swimming Men's 400 metres Freestyle,No medal
38386,Bimal Chandra,M,India,IND,1948,Summer,London,Swimming,"Swimming Men's 1,500 metres Freestyle",No medal
38853,Samarandra Chatterjee,M,India,IND,1948,Summer,London,Water Polo,Water Polo Men's Water Polo,No medal
38854,Suhas Chatterjee,M,India,IND,1948,Summer,London,Water Polo,Water Polo Men's Water Polo,No medal
42473,Leslie Claudius,M,India,IND,1948,Summer,London,Hockey,Hockey Men's Hockey,Gold
45900,Robert Cranston,M,India,IND,1948,Summer,London,Boxing,Boxing Men's Welterweight,No medal
49367,Durga Das,M,India,IND,1948,Summer,London,Water Polo,Water Polo Men's Water Polo,No medal
49371,Robi Das,M,India,IND,1948,Summer,London,Football,Football Men's Football,No medal
49444,Janini Dass,M,India,IND,1948,Summer,London,Water Polo,Water Polo Men's Water Polo,No medal
51912,Walter Sousa,M,India,IND,1948,Summer,London,Hockey,Hockey Men's Hockey,Gold
60356,Keshav Dutt,M,India,IND,1948,Summer,London,Hockey,Hockey Men's Hockey,Gold
68047,Lawrence Fernandes,M,India,IND,1948,Summer,London,Hockey,Hockey Men's Hockey,Gold
72085,Ranganathan Francis,M,India,IND,1948,Summer,London,Hockey,Hockey Men's Hockey,Gold
80125,Gerald Glackan,M,India,IND,1948,Summer,London,Hockey,Hockey Men's Hockey,Gold
92268,Adi Havewala,M,India,IND,1948,Summer,London,Cycling,"Cycling Men's Team Pursuit, 4,000 metres",No medal
92271,Malcolm Havladar,M,India,IND,1948,Summer,London,Cycling,"Cycling Men's Road Race, Individual",No medal
92272,Malcolm Havladar,M,India,IND,1948,Summer,London,Cycling,"Cycling Men's Road Race, Team",No medal
101292,Akhtar Hussain,M,India,IND,1948,Summer,London,Hockey,Hockey Men's Hockey,Gold
105301,Khashaba Jahdav,M,India,IND,1948,Summer,London,Wrestling,"Wrestling Men's Flyweight, Freestyle",No medal
106299,Patrick Jansen,M,India,IND,1948,Summer,London,Hockey,Hockey Men's Hockey,Gold
108786,Mackertich (hovakimian-),M,India,IND,1948,Summer,London,Boxing,Boxing Men's Light-Heavyweight,No medal
116841,Ahmed Khan,M,India,IND,1948,Summer,London,Football,Football Men's Football,No medal
128841,Krishna Kulkarni,M,India,IND,1948,Summer,London,Art Competitions,"Art Competitions Mixed Painting, Paintings",No medal
128889,Amir Kumar,M,India,IND,1948,Summer,London,Hockey,Hockey Men's Hockey,Gold
131252,Kishan Lal,M,India,IND,1948,Summer,London,Hockey,Hockey Men's Hockey,Gold
131299,Babu Lall,M,India,IND,1948,Summer,London,Boxing,Boxing Men's Bantamweight,No medal
148470,Sailendra Manna,M,India,IND,1948,Summer,London,Football,Football Men's Football,No medal
155758,Raj Mehra,M,India,IND,1948,Summer,London,Cycling,"Cycling Men's Road Race, Individual",No medal
155759,Raj Mehra,M,India,IND,1948,Summer,London,Cycling,"Cycling Men's Road Race, Team",No medal
157700,Sahu Mewalal,M,India,IND,1948,Summer,London,Football,Football Men's Football,No medal
160178,Eruch Mistry,M,India,IND,1948,Summer,London,Cycling,"Cycling Men's Road Race, Individual",No medal
160179,Eruch Mistry,M,India,IND,1948,Summer,London,Cycling,"Cycling Men's Road Race, Team",No medal
160358,Dilip Mitra,M,India,IND,1948,Summer,London,Swimming,Swimming Men's 100 metres Freestyle,No medal
160359,Prahtip Mitra,M,India,IND,1948,Summer,London,Swimming,Swimming Men's 100 metres Backstroke,No medal
161308,Taj Mohammed,M,India,IND,1948,Summer,London,Football,Football Men's Football,No medal
162170,Isaac Monsoor,M,India,IND,1948,Summer,London,Water Polo,Water Polo Men's Water Polo,No medal
162171,Isaac Monsoor,M,India,IND,1948,Summer,London,Swimming,Swimming Men's 100 metres Freestyle,No medal
165320,Rustom Feroze,M,India,IND,1948,Summer,London,Cycling,Cycling Men's Sprint,No medal
165613,Prafulla Mullick,M,India,IND,1948,Summer,London,Swimming,Swimming Men's 200 metres Breaststroke,No medal
166111,Dwarkadas Murarji,M,India,IND,1948,Summer,London,Water Polo,Water Polo Men's Water Polo,No medal
167314,Sachindra Nag,M,India,IND,1948,Summer,London,Water Polo,Water Polo Men's Water Polo,No medal
167315,Sachindra Nag,M,India,IND,1948,Summer,London,Swimming,Swimming Men's 100 metres Freestyle,No medal
172559,Rohinton Noble,M,India,IND,1948,Summer,London,Cycling,"Cycling Men's 1,000 metres Time Trial",No medal
172560,Rohinton Noble,M,India,IND,1948,Summer,London,Cycling,"Cycling Men's Team Pursuit, 4,000 metres",No medal
174023,John Nuttall,M,India,IND,1948,Summer,London,Boxing,Boxing Men's Middleweight,No medal
181696,Ramchandra Parab,M,India,IND,1948,Summer,London,Football,Football Men's Football,No medal
189253,Leo Pinto,M,India,IND,1948,Summer,London,Hockey,Hockey Men's Hockey,Gold
191180,Daniel Mony,M,India,IND,1948,Summer,London,Weightlifting,Weightlifting Men's Featherweight,No medal
192499,Homi Powri,M,India,IND,1948,Summer,London,Cycling,"Cycling Men's Road Race, Individual",No medal
192500,Homi Powri,M,India,IND,1948,Summer,London,Cycling,"Cycling Men's Road Race, Team",No medal
192590,Eric Philip,M,India,IND,1948,Summer,London,Athletics,Athletics Men's 100 metres,No medal
192710,Mahabir Prasad,M,India,IND,1948,Summer,London,Football,Football Men's Football,No medal
196091,Dandamudi Rajagopal,M,India,IND,1948,Summer,London,Weightlifting,Weightlifting Men's Heavyweight,No medal
196165,Jaswant Rajput,M,India,IND,1948,Summer,London,Hockey,Hockey Men's Hockey,Gold
196374,Sarangapari Raman,M,India,IND,1948,Summer,London,Football,Football Men's Football,No medal
197712,Gene Raymond,M,India,IND,1948,Summer,London,Boxing,Boxing Men's Lightweight,No medal
197950,Henry Rebello,M,India,IND,1948,Summer,London,Athletics,Athletics Men's Triple Jump,No medal
198426,Latif-ur Rehman,M,India,IND,1948,Summer,London,Hockey,Hockey Men's Hockey,Gold
202467,Reginald Rodrigues,M,India,IND,1948,Summer,London,Hockey,Hockey Men's Hockey,Gold
205250,Keshav Roy,M,India,IND,1948,Summer,London,Wrestling,"Wrestling Men's Middleweight, Freestyle",No medal
210711,Piloo Sarkari,M,India,IND,1948,Summer,London,Cycling,"Cycling Men's Team Pursuit, 4,000 metres",No medal
215279,Gora Seal,M,India,IND,1948,Summer,London,Water Polo,Water Polo Men's Water Polo,No medal
217238,Khamlillal Shah,M,India,IND,1948,Summer,London,Swimming,Swimming Men's 100 metres Backstroke,No medal
220985,Baldev Singh,M,India,IND,1948,Summer,London,Athletics,Athletics Men's Long Jump,No medal
220986,Baldev Singh,M,India,IND,1948,Summer,London,Athletics,Athletics Men's Decathlon,No medal
220991,Banta Singh,M,India,IND,1948,Summer,London,Wrestling,"Wrestling Men's Lightweight, Freestyle",No medal
221004,Chhota Singh,M,India,IND,1948,Summer,London,Athletics,Athletics Men's Marathon,No medal
221019,Grahanandan Singh,M,India,IND,1948,Summer,London,Hockey,Hockey Men's Hockey,Gold
221041,S. Singh,M,India,IND,1948,Summer,London,Athletics,Athletics Men's High Jump,No medal
221091,Kunwar Singh,M,India,IND,1948,Summer,London,Hockey,Hockey Men's Hockey,Gold
221168,Sadhu Singh,M,India,IND,1948,Summer,London,Athletics,Athletics Men's 10 kilometres Walk,No medal
221169,Sadhu Singh,M,India,IND,1948,Summer,London,Athletics,Athletics Men's 50 kilometres Walk,No medal
221233,Tarlochan Bawa,M,India,IND,1948,Summer,London,Hockey,Hockey Men's Hockey,Gold
221266,Randhir Gentle,M,India,IND,1948,Summer,London,Hockey,Hockey Men's Hockey,Gold
221369,Nat Somnath,M,India,IND,1948,Summer,London,Athletics,Athletics Men's Hammer Throw,No medal
221377,Balbir Sr.,M,India,IND,1948,Summer,London,Hockey,Hockey Men's Hockey,Gold
232560,Sarjarao Suryavanshi,M,India,IND,1948,Summer,London,Wrestling,"Wrestling Men's Featherweight, Freestyle",No medal
249975,Kenchappa Varadaraj,M,India,IND,1948,Summer,London,Football,Football Men's Football,No medal
250689,Max Vaz,M,India,IND,1948,Summer,London,Hockey,Hockey Men's Hockey,Gold
252284,James Vickers,M,India,IND,1948,Summer,London,Athletics,Athletics Men's 110 metres Hurdles,No medal
8163,Berland Anthony,M,India,IND,1952,Summer,Helsinki,Football,Football Men's Football,No medal
8174,Joseph Anthony,M,India,IND,1952,Summer,Helsinki,Football,Football Men's Football,No medal
11624,Sayed Aziz-ud-din,M,India,IND,1952,Summer,Helsinki,Football,Football Men's Football,No medal
13819,H. Banerjee,M,India,IND,1952,Summer,Helsinki,Shooting,"Shooting Men's Free Rifle, Three Positions, 300 metres",No medal
13820,H. Banerjee,M,India,IND,1952,Summer,Helsinki,Shooting,"Shooting Men's Small-Bore Rifle, Three Positions, 50 metres",No medal
13821,H. Banerjee,M,India,IND,1952,Summer,Helsinki,Shooting,"Shooting Men's Small-Bore Rifle, Prone, 50 metres",No medal
14705,Bijoy Barman,M,India,IND,1952,Summer,Helsinki,Water Polo,Water Polo Men's Water Polo,No medal
14706,Bijoy Barman,M,India,IND,1952,Summer,Helsinki,Swimming,Swimming Men's 100 metres Backstroke,No medal
15613,Birendra Basak,M,India,IND,1952,Summer,Helsinki,Water Polo,Water Polo Men's Water Polo,No medal
23974,Pradip Kumar,M,India,IND,1952,Summer,Helsinki,Cycling,"Cycling Men's Road Race, Individual",No medal
23975,Pradip Kumar,M,India,IND,1952,Summer,Helsinki,Cycling,"Cycling Men's Road Race, Team",No medal
26381,Benoy Kumar,M,India,IND,1952,Summer,Helsinki,Boxing,Boxing Men's Featherweight,No medal
33200,Netai Bysack,M,India,IND,1952,Summer,Helsinki,Cycling,"Cycling Men's Road Race, Individual",No medal
33201,Netai Bysack,M,India,IND,1952,Summer,Helsinki,Cycling,"Cycling Men's Road Race, Team",No medal
33202,Netai Bysack,M,India,IND,1952,Summer,Helsinki,Cycling,Cycling Men's Sprint,No medal
33203,Netai Bysack,M,India,IND,1952,Summer,Helsinki,Cycling,"Cycling Men's Team Pursuit, 4,000 metres",No medal
38110,Suprovat Chakravarty,M,India,IND,1952,Summer,Helsinki,Cycling,"Cycling Men's Road Race, Individual",No medal
38111,Suprovat Chakravarty,M,India,IND,1952,Summer,Helsinki,Cycling,"Cycling Men's Road Race, Team",No medal
38112,Suprovat Chakravarty,M,India,IND,1952,Summer,Helsinki,Cycling,"Cycling Men's 1,000 metres Time Trial",No medal
38113,Suprovat Chakravarty,M,India,IND,1952,Summer,Helsinki,Cycling,"Cycling Men's Team Pursuit, 4,000 metres",No medal
38382,Ran Chandnani,M,India,IND,1952,Summer,Helsinki,Water Polo,Water Polo Men's Water Polo,No medal
41056,Souren Choudhury,M,India,IND,1952,Summer,Helsinki,Shooting,"Shooting Men's Small-Bore Rifle, Prone, 50 metres",No medal
42474,Leslie Claudius,M,India,IND,1952,Summer,Helsinki,Hockey,Hockey Men's Hockey,Gold
48604,Meldric Vieira,M,India,IND,1952,Summer,Helsinki,Hockey,Hockey Men's Hockey,Gold
49370,Niranjan Das,M,India,IND,1952,Summer,Helsinki,Wrestling,"Wrestling Men's Flyweight, Freestyle",No medal
54180,Chinadorai Deshmutu,M,India,IND,1952,Summer,Helsinki,Hockey,Hockey Men's Hockey,Gold
58951,Mary D'souza,F,India,IND,1952,Summer,Helsinki,Athletics,Athletics Women's 100 metres,No medal
58952,Mary D'souza,F,India,IND,1952,Summer,Helsinki,Athletics,Athletics Women's 200 metres,No medal
60357,Keshav Dutt,M,India,IND,1952,Summer,Helsinki,Hockey,Hockey Men's Hockey,Gold
65144,Kamineni Rao,M,India,IND,1952,Summer,Helsinki,Weightlifting,Weightlifting Men's Middle-Heavyweight,No medal
72086,Ranganathan Francis,M,India,IND,1952,Summer,Helsinki,Hockey,Hockey Men's Hockey,Gold
78884,Nilima Ghose,F,India,IND,1952,Summer,Helsinki,Athletics,Athletics Women's 100 metres,No medal
78885,Nilima Ghose,F,India,IND,1952,Summer,Helsinki,Athletics,Athletics Women's 80 metres Hurdles,No medal
105035,Ivan Jacob,M,India,IND,1952,Summer,Helsinki,Athletics,Athletics Men's 400 metres,No medal
105298,Shirang Jadav,M,India,IND,1952,Summer,Helsinki,Wrestling,"Wrestling Men's Light-Heavyweight, Freestyle",No medal
105302,Khashaba Jahdav,M,India,IND,1952,Summer,Helsinki,Wrestling,"Wrestling Men's Bantamweight, Freestyle",Bronze
116842,Ahmed Khan,M,India,IND,1952,Summer,Helsinki,Football,Football Men's Football,No medal
131256,Raghbir Sharma,M,India,IND,1952,Summer,Helsinki,Hockey,Hockey Men's Hockey,Gold
133127,Sheikh Latif,M,India,IND,1952,Summer,Helsinki,Football,Football Men's Football,No medal
148299,Keshav Mangave,M,India,IND,1952,Summer,Helsinki,Wrestling,"Wrestling Men's Featherweight, Freestyle",No medal
148471,Sailendra Manna,M,India,IND,1952,Summer,Helsinki,Football,Football Men's Football,No medal
152317,Surat Mathur,M,India,IND,1952,Summer,Helsinki,Athletics,Athletics Men's Marathon,No medal
153645,Sakti Mazumdar,M,India,IND,1952,Summer,Helsinki,Boxing,Boxing Men's Flyweight,No medal
155760,Raj Mehra,M,India,IND,1952,Summer,Helsinki,Cycling,"Cycling Men's Road Race, Individual",No medal
155761,Raj Mehra,M,India,IND,1952,Summer,Helsinki,Cycling,"Cycling Men's Road Race, Team",No medal
155762,Raj Mehra,M,India,IND,1952,Summer,Helsinki,Cycling,"Cycling Men's Team Pursuit, 4,000 metres",No medal
161379,Sayed Moinuddin,M,India,IND,1952,Summer,Helsinki,Football,Football Men's Football,No medal
162172,Isaac Monsoor,M,India,IND,1952,Summer,Helsinki,Water Polo,Water Polo Men's Water Polo,No medal
162173,Isaac Monsoor,M,India,IND,1952,Summer,Helsinki,Swimming,Swimming Men's 100 metres Freestyle,No medal
167300,Jehangir Naegamwalla,M,India,IND,1952,Summer,Helsinki,Water Polo,Water Polo Men's Water Polo,No medal
167316,Sachindra Nag,M,India,IND,1952,Summer,Helsinki,Water Polo,Water Polo Men's Water Polo,No medal
168848,Dolly Nazir,F,India,IND,1952,Summer,Helsinki,Swimming,Swimming Women's 100 metres Freestyle,No medal
168849,Dolly Nazir,F,India,IND,1952,Summer,Helsinki,Swimming,Swimming Women's 200 metres Breaststroke,No medal
173083,Ronald Norris,M,India,IND,1952,Summer,Helsinki,Boxing,Boxing Men's Welterweight,No medal
186336,Govind Perumal,M,India,IND,1952,Summer,Helsinki,Hockey,Hockey Men's Hockey,Gold
189251,Lavinho Pinto,M,India,IND,1952,Summer,Helsinki,Athletics,Athletics Men's 100 metres,No medal
189252,Lavinho Pinto,M,India,IND,1952,Summer,Helsinki,Athletics,Athletics Men's 200 metres,No medal
